stores_id,Name,store_url
698,Trà Sữa Tiger Sugar By HongKong - Tam Khương,https://shopeefood.vn/ha-noi/tra-sua-tiger-sugar-by-hongkong-tam-khuong
699,Sữa Chua Trân Châu Hạ Long - Tân Mai,https://shopeefood.vn/ha-noi/sua-chua-tran-chau-ha-long-tan-mai
700,Nem Nướng Nha Trang Luji - Kiot K101 khu TMDV Trung Văn VL1,https://shopeefood.vn/ha-noi/nem-nuong-nha-trang-luji-do-duc-duc
701,"Highlands Coffee - Trà, Cà Phê & Bánh - Imperia Garden",https://shopeefood.vn/ha-noi/highlands-coffee-tra-ca-phe-banh-imperia-garden
702,"Highlands Coffee - Trà, Cà Phê & Bánh - Eco Lake View",https://shopeefood.vn/ha-noi/highlands-coffee-tra-ca-phe-banh-eco-lake-view
703,Boost Juice - Smoothies & Nước Ép Trái Cây - The Loop,https://shopeefood.vn/ha-noi/boost-juice-smoothies-nuoc-ep-trai-cay-the-loop
704,Bánh Tráng Trộn 98 - Chùa Láng,https://shopeefood.vn/ha-noi/banh-trang-tron-98-chua-lang
705,SiA Lab - Phê cùng Trà,https://shopeefood.vn/ha-noi/sia-lab-phe-cung-tra
706,Cheese Coffee - Lê Đại Hành,https://shopeefood.vn/ha-noi/cheese-coffee-le-dai-hanh
707,KATINAT - Yên Phụ,https://shopeefood.vn/ha-noi/katinat-yen-phu
708,Trà Sữa Gong Cha - 貢茶 - Hoàng Đạo Thúy,https://shopeefood.vn/ha-noi/tra-sua-gong-cha-hoang-dao-thuy
709,Anh Béo - Bún & Bánh Đa Trộn - Vĩnh Hưng,https://shopeefood.vn/ha-noi/anh-beo-bun-banh-da-tron-vinh-hung
710,Mỏ Khoét Quán - Cơm Gà Sốt Cay Hàn Quốc - Trần Cung,https://shopeefood.vn/ha-noi/mo-khoet-quan-com-ga-sot-cay-han-quoc-tran-cung
711,Mì Gà Tần & Chân Gà Lắc - Quán Ăn Đêm Sen - Láng,https://shopeefood.vn/ha-noi/mi-ga-tan-chan-ga-lac-quan-an-dem-sen-lang
712,Cơm Tấm Anh Ba Sài Gòn,https://shopeefood.vn/ha-noi/com-tam-anh-ba-sai-gon
713,Cơm Tấm 3 Ông Tướng - Minh Khai,https://shopeefood.vn/ha-noi/com-tam-ba-ong-tuong
714,Cơm Gà Hải Thuỷ - Bún Đậu Mắm Tôm & Bún Chả,https://shopeefood.vn/ha-noi/com-ga-hai-thuy-bun-dau-mam-tom-bun-cha
715,Bánh Mì Tuhu Bread - Phố Nguyễn Sơn,https://shopeefood.vn/ha-noi/banh-mi-tuhu-bread-pho-nguyen-son
716,Indomie SC - Mì Trộn Indomie - Hồ Tùng Mậu,https://shopeefood.vn/ha-noi/indomie-sc-mi-tron-indomie-ho-tung-mau.49x29v
717,Cúc - Cháo Sườn Sụn - Linh Đàm,https://shopeefood.vn/ha-noi/cuc-chao-suon-sun-linh-dam
718,Phở Xào Duyên Béo,https://shopeefood.vn/ha-noi/pho-xao-duyen-beo
719,Cô Ba - Nem Nướng Nha Trang - Minh Khai,https://shopeefood.vn/ha-noi/co-ba-nem-nuong-nha-trang-minh-khai
720,Bánh Mỳ Doner Kebab Bánh Mỳ Vũ - Ăn Vặt - Hạ Đình,https://shopeefood.vn/ha-noi/banh-my-doner-kebab-banh-my-vu-an-vat-ha-dinh
721,Tim Food - Mì Trộn Indomie & Đồ Ăn Vặt - Hồng Hà,https://shopeefood.vn/ha-noi/tim-food-mi-tron-indomie-do-an-vat-hong-ha
722,"HN - Bún Bò Huế, Phở, Cơm Mì Xào - Nguyễn Văn Cừ",https://shopeefood.vn/ha-noi/hn-bun-bo-hue-pho-com-mi-xao-nguyen-van-cu
723,Tiệm Mì Tươi Ramen2go,https://shopeefood.vn/ha-noi/tiem-mi-tuoi-ramen2go
724,Starbucks Coffee - Ocean Park S2,https://shopeefood.vn/ha-noi/starbucks-coffee-ocean-park-s2
725,Domino's Pizza - Xuân La,https://shopeefood.vn/ha-noi/domino-s-pizza-xuan-la
726,"Hủ Tiếu Thái Lan, Trà Sữa Thái, Ăn Vặt - Pi Thai - 136 Vũ Phạm Hàm",https://shopeefood.vn/ha-noi/hu-tieu-thai-lan-tra-sua-thai-an-vat-pi-thai-136-vu-pham-ham
727,Pizza Hut - Trần Nguyên Đán,https://shopeefood.vn/ha-noi/pizza-hut-tran-nguyen-dan
728,Pizza Hut - Gamuda,https://shopeefood.vn/ha-noi/pizza-hut-gamuda
729,Trà sữa Cooler City - Icecream & Tea - Phố Xốm,https://shopeefood.vn/ha-noi/tra-sua-cooler-city-icecream-tea-pho-xom
730,The Alley - Trà Sữa Đài Loan - 48 Trần Phú,https://shopeefood.vn/ha-noi/the-alley-tra-sua-dai-loan-tran-phu
